id,slug,cat_name,category,image,prod_name,link,Collection,supplier,color,brand,pattern,plain,texture,geometric,Pattern,comtemporary,traditional,description,damasks,kids,commercial,mural,stripes,residential
59dfa8ff1df988133a8ea80c,58c7c09cf716a243bd4932e9,ashford,ashford geometrics,/images/ashford/GE3668.jpg,GE3668,/product/GE3668,ASHFORD GEOMETRIC,YORK,BLUE,ASHFORD HOUSE,WHITE,,,,,,,,,,,,,
59dfa8ff1df988133a8ea80d,58c7c09cf716a243bd4932ea,ashford,ashford geometrics,/images/ashford/GE3669.jpg,GE3669,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,PINK,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea80e,,ashford,ashford geometrics,/images/ashford/GE3666.jpg,GE3666,#,ASHFORD GEOMETRIC,YORK,GREEN,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea80f,,ashford,ashford geometrics,/images/ashford/GE3670.jpg,GE3670,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,GOLD,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea810,,ashford,ashford geometrics,/images/ashford/GE3664.jpg,GE3664,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,BLUE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea811,,ashford,ashford geometrics,/images/ashford/GE3665.jpg,GE3665,#,ASHFORD GEOMETRIC,YORK,BEIGE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea812,,ashford,ashford geometrics,/images/ashford/GE3667.jpg,GE3667,#,ASHFORD GEOMETRIC,YORK,LIGHT GREY,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea813,,ashford,ashford geometrics,/images/ashford/GE3671.jpg,GE3671,#,ASHFORD GEOMETRIC,YORK,GREEN,ASHFORD HOUSE,NA,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea814,,ashford,ashford geometrics,/images/ashford/GE3659.jpg,GE3659,#,ASHFORD GEOMETRIC,YORK,GREEN,ASHFORD HOUSE,SILVER,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea815,,ashford,ashford geometrics,/images/ashford/GE3656.jpg,GE3656,#,ASHFORD GEOMETRIC,YORK,BEIGE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea816,,ashford,ashford geometrics,/images/ashford/GE3658.jpg,GE3658,#,ASHFORD GEOMETRIC,YORK,BLUE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea817,,ashford,ashford geometrics,/images/ashford/GE3657.jpg,GE3657,#,ASHFORD GEOMETRIC,YORK,BEIGE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea818,,ashford,ashford geometrics,/images/ashford/GE3660.jpg,GE3660,#,ASHFORD GEOMETRIC,YORK,BROWN,ASHFORD HOUSE,GOLD,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea819,,ashford,ashford geometrics,/images/ashford/GE3661.jpg,GE3661,#,ASHFORD GEOMETRIC,YORK,BEIGE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea81a,,ashford,ashford geometrics,/images/ashford/GE3651.jpg,GE3651,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,ORANGE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea81b,,ashford,ashford geometrics,/images/ashford/GE3650.jpg,GE3650,#,ASHFORD GEOMETRIC,YORK,GREY,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea81c,,ashford,ashford geometrics,/images/ashford/GE3652.jpg,GE3652,#,ASHFORD GEOMETRIC,YORK,BLUE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea81d,,ashford,ashford geometrics,/images/ashford/GE3653.jpg,GE3653,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,GREEN,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea81e,,ashford,ashford geometrics,/images/ashford/GE3648.jpg,GE3648,#,ASHFORD GEOMETRIC,YORK,GREY,ASHFORD HOUSE,NA,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea81f,,ashford,ashford geometrics,/images/ashford/GE3649.jpg,GE3649,#,ASHFORD GEOMETRIC,YORK,BLACK,ASHFORD HOUSE,GREY,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea820,,ashford,ashford geometrics,/images/ashford/GE3600.jpg,GE3600,#,ASHFORD GEOMETRIC,YORK,BEIGE,ASHFORD HOUSE,NA,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea821,,ashford,ashford geometrics,/images/ashford/GE3601.jpg,GE3601,#,ASHFORD GEOMETRIC,YORK,BROWN,ASHFORD HOUSE,NA,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea822,,ashford,ashford geometrics,/images/ashford/GE3602.jpg,GE3602,#,ASHFORD GEOMETRIC,YORK,BLUE,ASHFORD HOUSE,NA,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea823,,ashford,ashford geometrics,/images/ashford/GE3603.jpg,GE3603,#,ASHFORD GEOMETRIC,YORK,BEIGE,ASHFORD HOUSE,NA,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea824,,ashford,ashford geometrics,/images/ashford/GE3624.jpg,GE3624,#,ASHFORD GEOMETRIC,YORK,BEIGE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea825,,ashford,ashford geometrics,/images/ashford/GE3630.jpg,GE3630,#,ASHFORD GEOMETRIC,YORK,ORANGE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea826,,ashford,ashford geometrics,/images/ashford/GE3625.jpg,GE3625,#,ASHFORD GEOMETRIC,YORK,BLUE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea827,,ashford,ashford geometrics,/images/ashford/GE3629.jpg,GE3629,#,ASHFORD GEOMETRIC,YORK,GREEN,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea828,,ashford,ashford geometrics,/images/ashford/GE3627.jpg,GE3627,#,ASHFORD GEOMETRIC,YORK,BEIGE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea829,,ashford,ashford geometrics,/images/ashford/GE3626.jpg,GE3626,#,ASHFORD GEOMETRIC,YORK,GREY,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea82a,,ashford,ashford geometrics,/images/ashford/GE3628.jpg,GE3628,#,ASHFORD GEOMETRIC,YORK,BLUE,ASHFORD HOUSE,SILVER,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea82b,,ashford,ashford geometrics,/images/ashford/GE3715.jpg,GE3715,#,ASHFORD GEOMETRIC,YORK,BLUE,ASHFORD HOUSE,BLUE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea82c,,ashford,ashford geometrics,/images/ashford/GE3714.jpg,GE3714,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea82d,,ashford,ashford geometrics,/images/ashford/GE3712.jpg,GE3712,#,ASHFORD GEOMETRIC,YORK,GOLD,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea82e,,ashford,ashford geometrics,/images/ashford/GE3713.jpg,GE3713,#,ASHFORD GEOMETRIC,YORK,SILVER,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea82f,,ashford,ashford geometrics,/images/ashford/GE3716.jpg,GE3716,#,ASHFORD GEOMETRIC,YORK,SILVER,ASHFORD HOUSE,BLACK,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea830,,ashford,ashford geometrics,/images/ashford/GE3608.jpg,GE3608,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,GREY,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea831,,ashford,ashford geometrics,/images/ashford/GE3609.jpg,GE3609,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,BEIGE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea832,,ashford,ashford geometrics,/images/ashford/GE3613.jpg,GE3613,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,RED,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea833,,ashford,ashford geometrics,/images/ashford/GE3611.jpg,GE3611,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,BEIGE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea834,,ashford,ashford geometrics,/images/ashford/GE3610.jpg,GE3610,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,BLUE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea835,,ashford,ashford geometrics,/images/ashford/GE3612.jpg,GE3612,#,ASHFORD GEOMETRIC,YORK,WHITE,ASHFORD HOUSE,YELLOW,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea836,,ashford,ashford geometrics,/images/ashford/GE3643.jpg,GE3643,#,ASHFORD GEOMETRIC,YORK,BEIGE,ASHFORD HOUSE,GREY,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea837,,ashford,ashford geometrics,/images/ashford/GE3641.jpg,GE3641,#,ASHFORD GEOMETRIC,YORK,BLUE,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
59dfa8ff1df988133a8ea838,,ashford,ashford geometrics,/images/ashford/GE3644.jpg,GE3644,#,ASHFORD GEOMETRIC,YORK,GREEN,ASHFORD HOUSE,WHITE,,,,,,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,,
